Accepted Name GenBank,Accepted Name GenBank MiSeq Data,MiSeq_Label_190402,PHLAWD,MiSeq Label 190117,MiSeq Accession Number,DNA accession Number,Extraction Date,Collection ,Date Collected,Locality,Summit,Range,Meadow,Occurrence,Elevation (ft),WGS N,WGS W,Herbarium,Barcode,Specimen_voucher,Collected_by,Collection_date,Country,Lat_Lon,Tissue_type
Arnica_latifolia,Arnica_latifolia,Arnica_latifolia_14303,,Arnica_latifolia_14303,14303,2014-303,26-May-14,Marx 2013-072,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117,ID,ID169661,ID:169365,H.E. Marx,19-Jul-13,"USA: Idaho, Sawtooth Mountains, Mount Cramer",44.01108 N 114.98117 W,Leaf
Arnica_latifolia,Arnica_latifolia,Arnica_latifolia_14316,,Arnica_latifolia_14316,14316,2014-316,30-May-14,Marx 2013-085,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117,ID,ID169647,ID:169354,H.E. Marx,19-Jul-13,"USA: Idaho, Sawtooth Mountains, Mount Cramer",44.01108 N 114.98117 W,Leaf
Arnica_latifolia,Arnica_latifolia,Arnica_latifolia_14361,,Arnica_latifolia_14361,14361,2014-361,2-Jun-14,Marx 2013-132,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountians: Snowyside Peak: collected at second treeline only,Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142,ID,ID169447,ID:169158,H.E. Marx,22-Jul-13,"USA: Idaho, Sawtooth Mountains, Snowyside Peak",43.93825 N 114.97142 W,Leaf
Arnica_latifolia,Arnica_latifolia,Arnica_latifolia_14599,,Arnica_latifolia_14599,14599,2014-599,12-Jun-14,Marx 2013-298,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312,ID,ID169496,ID:169219,H.E. Marx,9-Aug-13,"USA: Idaho, Pioneer Mountians, Hyndman Peak",43.74938 N 114.1312 W,Leaf
Arnica_latifolia,,Arnica_latifolia_NA,,NA,NA,,,Marx 2013-417,25-Jul-13,Idaho: Sawtooth National Forest:White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak,White Cloud Mountains,0,1,11815,44.04019,-114.58878,ID,ID169435,ID:169118,H.E. Marx,25-Jul-13,"USA: Idaho, White Cloud Mountains, Castle Peak",44.04019 N 114.58878 W,Leaf
Arnica_latifolia,Arnica_latifolia,Arnica_latifolia_13577,,Arnica_latifolia_var_gracilis_13577,13577,2013-577,30-Dec-13,Marx 2012-044,10-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,Braxon Peak,Sawtooth Mountains,0,1,10353,44.09333,-115.99681,ID,ID169473,ID:169174,H.E. Marx,10-Aug-12,"USA: Idaho, Sawtooth Mountains, Braxon Peak",44.09333 N 115.99681 W,Leaf
Arnica_latifolia,Arnica_latifolia,Arnica_latifolia_14128,,Arnica_latifolia_var_gracilis_14128,14128,2014-128,10-Feb-14,Zion  2012-006,7-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,Horstmann Peak,Sawtooth Mountains,0,1,10350,44.1117,-115.00318,ID,ID169588,ID:169295,P.Z. Klos & H.E. Marx,7-Aug-12,"USA: Idaho, Sawtooth Mountains, Horstmann Peak",44.1117 N 115.00318 W,Leaf
Arnica_mollis,Arnica_mollis,Arnica_mollis_14453,Arnica_mollis,Arnica_mollis_14453,14453,2014-453,10-Jun-14,Marx 2013-251,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942,ID,ID169654,ID:169357,H.E. Marx,7-Aug-13,"USA: Idaho, Pioneer Mountians, Salzburger Spitzl",43.77446 N 114.15942 W,Leaf
Arnica_parryi,Arnica_parryi,Arnica_parryi_14240,,Arnica_parryi_14240,14240,2014-240,7-Mar-14,Marx 2013-145,25-Jul-13,Idaho: Sawtooth National Forest:White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak,White Cloud Mountains,0,1,11815,44.04019,-114.58878,ID,ID169384,ID:169084,H.E. Marx,25-Jul-13,"USA: Idaho, White Cloud Mountains, Castle Peak",44.04019 N 114.58878 W,Leaf
Artemisia_dracunculus,Artemisia_dracunculus,Artemisia_dracunculus_14284,Artemisia_dracunculus,Artemisia_dracunculus_14284,14284,2014-284,26-May-14,Marx 2013-190,25-Jul-13,Idaho: Sawtooth National Forest:White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak,White Cloud Mountains,0,1,11815,44.04019,-114.58878,ID,ID169386,ID:169089,H.E. Marx,25-Jul-13,"USA: Idaho, White Cloud Mountains, Castle Peak",44.04019 N 114.58878 W,Leaf
Erigeron_glacialis,Erigeron_glacialis,Erigeron_glacialis_14609,Aster_alpinus,Erigeron_glacialis_14609,14609,2014-609,18-Jun-14,Marx 2013-308,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312,ID,ID169535,ID:169236,H.E. Marx,9-Aug-13,"USA: Idaho, Pioneer Mountians, Hyndman Peak",43.74938 N 114.1312 W,Leaf
Symphyotrichum_foliaceum_var_apricum,,Symphyotrichum_foliaceum_var_apricum_NA,Symphyotrichum_foliaceum,NA,NA,,,Marx 2013-226,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942,ID,ID169726,ID:169390,H.E. Marx,7-Aug-13,"USA: Idaho, Pioneer Mountians, Salzburger Spitzl",43.77446 N 114.15942 W,Leaf
Symphyotrichum_foliaceum_var_apricum,Symphyotrichum_foliaceum_var_apricum,Symphyotrichum_foliaceum_var_apricum_14430,Symphyotrichum_foliaceum,Aster_foliaceus_var_apricus_14430,14430,2014-430,6-Jun-14,Marx 2013-227,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942,ID,ID169725,ID:169389,H.E. Marx,7-Aug-13,"USA: Idaho, Pioneer Mountians, Salzburger Spitzl",43.77446 N 114.15942 W,Leaf
Symphyotrichum_foliaceum_var_apricum,Symphyotrichum_foliaceum_var_apricum,Symphyotrichum_foliaceum_var_apricum_14583,Symphyotrichum_foliaceum,Aster_foliaceus_var_apricus_14583,14583,2014-583,12-Jun-14,Marx 2013-282,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: in meadow above treeline,Hyndman Peak,Pioneer Mountians,1,1,10770,43.74357,-114.12403,ID,ID169541,ID:169194,H.E. Marx,9-Aug-13,"USA: Idaho, Pioneer Mountians, Hyndman Peak",43.74357 N 114.12403 W,Leaf
Symphyotrichum_foliaceum_var_apricum,Symphyotrichum_foliaceum_var_apricum,Symphyotrichum_foliaceum_var_apricum_14648,Symphyotrichum_foliaceum,Aster_foliaceus_var_apricus_14648,14648,2014-648,24-Jun-14,Marx 2013-349,14-Aug-13,Idaho: Sawtooth National Forest:White Cloud Mountains: D.O. Lee Peak: collected in alpine meadow,D.O. Lee Peak,White Cloud Mountains,1,1,9814,44.10969,-114.63886,ID,ID169723,ID:169418,H.E. Marx,14-Aug-13,"USA: Idaho, White Cloud Mountains, D.O. Lee Peak",44.10969 N 114.63886 W,Leaf
Symphyotrichum_spathulatum_var_spathulatum,Symphyotrichum_spathulatum_var_spathulatum,Symphyotrichum_spathulatum_var_spathulatum_14420,,Aster_occidentalis_var_occidentalis_14420,14420,2014-420,6-Jun-14,Marx 2013-214,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: Meadow above treeline,Salzburger Spitzl,Pioneer Mountians,1,1,10089,43.76619,-114.15839,ID,ID169715,ID:169388,H.E. Marx,7-Aug-13,"USA: Idaho, Pioneer Mountians, Salzburger Spitzl",43.76619 N 114.15839 W,Leaf
Astragalus_alpinus,Astragalus_alpinus,Astragalus_alpinus_14427,Astragalus_alpinus,Astragalus_alpinus_14427,14427,2014-427,6-Jun-14,Marx 2013-223,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942,ID,ID169728,ID:169392,H.E. Marx,7-Aug-13,"USA: Idaho, Pioneer Mountians, Salzburger Spitzl",43.77446 N 114.15942 W,Leaf
Astragalus_eucosmus,Astragalus_eucosmus,Astragalus_cf_eucosmus_14598,Astragalus_eucosmus,Astragalus_cf_eucosmus_14598,14598,2014-598,12-Jun-14,Marx 2013-297,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312,ID,ID169494,ID:169221,H.E. Marx,9-Aug-13,"USA: Idaho, Pioneer Mountians, Hyndman Peak",43.74938 N 114.1312 W,Leaf
Astragalus_kentrophyta,Astragalus_kentrophyta,Astragalus_kentrophyta_14456,Astragalus_kentrophyta,Astragalus_kentrophyta_14456,14456,2014-456,10-Jun-14,Marx 2013-254,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942,ID,ID169655,ID:169356,H.E. Marx,7-Aug-13,"USA: Idaho, Pioneer Mountians, Salzburger Spitzl",43.77446 N 114.15942 W,Leaf
Astragalus_kentrophyta,Astragalus_kentrophyta,Astragalus_kentrophyta_14620,Astragalus_kentrophyta,Astragalus_kentrophyta_14620,14620,2014-620,18-Jun-14,Marx 2013-319,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312,ID,ID169536,ID:169237,H.E. Marx,9-Aug-13,"USA: Idaho, Pioneer Mountians, Hyndman Peak",43.74938 N 114.1312 W,Leaf
Astragalus_kentrophyta,Astragalus_kentrophyta,Astragalus_kentrophyta_14701,Astragalus_kentrophyta,Astragalus_kentrophyta_14701,14701,2014-701,30-Jun-14,Marx 2013-404,14-Aug-13,"Idaho: Sawtooth National Forest:White Cloud Mountains: D.O. Lee Peak: in talus, north face then west to treeline",D.O. Lee Peak,White Cloud Mountains,0,1,11342,44.10277,-114.62859,ID,ID169747,ID:169451,H.E. Marx,14-Aug-13,"USA: Idaho, White Cloud Mountains, D.O. Lee Peak",44.10277 N 114.62859 W,Leaf
Astragalus_kentrophyta,,Astragalus_kentrophyta_NA,Astragalus_kentrophyta,NA,NA,2015-011,26-Sep-14,Marx 2013-422,14-Aug-13,"Idaho: Sawtooth National Forest:White Cloud Mountains: D.O. Lee Peak: in talus, north face then west to treeline",D.O. Lee Peak,White Cloud Mountains,0,1,11342,44.10277,-114.62859,ID,ID169769,ID:169471,H.E. Marx,14-Aug-13,"USA: Idaho, White Cloud Mountains, D.O. Lee Peak",44.10277 N 114.62859 W,Leaf
Bistorta_bistortoides,Bistorta_bistortoides,Bistorta_bistortoides_14417,Bistorta_vivipara,Bistorta_bistortoides_14417,14417,2014-417,6-Jun-14,Marx 2013-211,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: Meadow above treeline,Salzburger Spitzl,Pioneer Mountians,1,1,10089,43.76619,-114.15839,ID,ID169636,ID:169339,H.E. Marx,7-Aug-13,"USA: Idaho, Pioneer Mountians, Salzburger Spitzl",43.76619 N 114.15839 W,Leaf
Bistorta_bistortoides,Bistorta_bistortoides,Bistorta_bistortoides_14432,Bistorta_vivipara,Bistorta_bistortoides_14432,14432,2014-432,6-Jun-14,Marx 2013-229,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942,ID,ID169686,ID:169399,H.E. Marx,7-Aug-13,"USA: Idaho, Pioneer Mountians, Salzburger Spitzl",43.77446 N 114.15942 W,Leaf
Bistorta_bistortoides,Bistorta_bistortoides,Bistorta_bistortoides_14584,Bistorta_vivipara,Bistorta_bistortoides_14584,14584,2014-584,12-Jun-14,Marx 2013-283,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: in meadow above treeline,Hyndman Peak,Pioneer Mountians,1,1,10770,43.74357,-114.12403,ID,ID169503,ID:169211,H.E. Marx,9-Aug-13,"USA: Idaho, Pioneer Mountians, Hyndman Peak",43.74357 N 114.12403 W,Leaf
Bupleurum_americanum,Bupleurum_americanum,Bupleurum_americanum_13560,Bupleurum_americanum,Bupleurum_americanum_13560,13560,2013-560,24-Dec-13,Marx 2012-027,31-Jul-12,"Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Meadow just at base of west side of mountain, just south of a snowpack ",Thompson Peak,Sawtooth Mountains,1,1,10105,44.14139,-115.01358,ID,ID169593,ID:169290,H.E. Marx,31-Jul-12,"USA: Idaho, Sawtooth Mountains, Thompson Peak",44.14139 N 115.01358 W,Leaf
Bupleurum_americanum,Bupleurum_americanum,Bupleurum_americanum_14364,Bupleurum_americanum,Bupleurum_americanum_14364,14364,2014-364,2-Jun-14,Marx 2013-137,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountians: Snowyside Peak: collected at second treeline only,Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142,ID,ID169475,ID:169144,H.E. Marx,22-Jul-13,"USA: Idaho, Sawtooth Mountains, Snowyside Peak",43.93825 N 114.97142 W,Leaf
Calamagrostis_purpurascens,Calamagrostis_purpurascens,Calamagrostis_purpurascens_13551,,Calamagrostis_purpurescens_13551,13551,2013-551,24-Dec-13,Marx 2012-016,31-Jul-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: SW slope heading down from summit,Thompson Peak,Sawtooth Mountains,0,1,10661,44.14139,-115.01,ID,ID179625,ID:174255,H.E. Marx,31-Jul-12,"USA: Idaho, Sawtooth Mountains, Thompson Peak",44.14139 N 115.01 W,Leaf
Calamagrostis_purpurascens,Calamagrostis_purpurascens,Calamagrostis_purpurascens_14319,,Calamagrostis_purpurescens_14319,14319,2014-319,30-May-14,Marx 2013-088,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117,ID,ID179621,ID:174232,H.E. Marx,19-Jul-13,"USA: Idaho, Sawtooth Mountains, Mount Cramer",44.01108 N 114.98117 W,Leaf
Calamagrostis_purpurascens,Calamagrostis_purpurascens,Calamagrostis_purpurascens_14641,,Calamagrostis_purpurescens_14641,14641,2014-641,24-Jun-14,Marx 2013-341,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312,ID,ID179620,ID:174233,H.E. Marx,9-Aug-13,"USA: Idaho, Pioneer Mountians, Hyndman Peak",43.74938 N 114.1312 W,Leaf
Carex_luzulina,Carex_luzulina,Carex_cf_luzulina_14458,Carex_luzulina,Carex_cf_luzulina_14458,14458,2014-458,10-Jun-14,Marx 2013-256,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942,ID,ID179634,ID:174245,H.E. Marx,7-Aug-13,"USA: Idaho, Pioneer Mountians, Salzburger Spitzl",43.77446 N 114.15942 W,Leaf
Carex_microptera,Carex_microptera,Carex_cf_microptera_14638,Carex_microptera,Carex_cf_microptera_14638,14638,2014-638,24-Jun-14,Marx 2013-338,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312,ID,ID179590,ID:174230,H.E. Marx,9-Aug-13,"USA: Idaho, Pioneer Mountians, Hyndman Peak",43.74938 N 114.1312 W,Leaf
Carex_scopulorum,Carex_scopulorum,Carex_cf_scopulorum_14018,Carex_scopulorum,Carex_cf_scopulorum_14018,14018,2014-018,7-Jan-14,Clevenger 2012-009,1-Aug-12,"Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Meadow just at base of west side of mountain, just south of a snowpack ",Thompson Peak,Sawtooth Mountains,1,1,10105,44.14219,-115.01358,ID,ID179572,ID:174231,B.R. Clevenger & H.E. Marx,1-Aug-12,"USA: Idaho, Sawtooth Mountains, Thompson Peak",44.14219 N 115.01358 W,Leaf
Carex_nardina,Carex_nardina,Carex_nardina_14026,Carex_nardina,Carex_nardina_14026,14026,2014-026,15-Jan-14,Clevenger 2012-019,1-Aug-12,"Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Meadow just at base of west side of mountain, just south of a snowpack ",Thompson Peak,Sawtooth Mountains,1,1,10105,44.14219,-115.01358,ID,ID179703,ID:174331,B.R. Clevenger & H.E. Marx,1-Aug-12,"USA: Idaho, Sawtooth Mountains, Thompson Peak",44.14219 N 115.01358 W,Leaf
Carex_nardina,Carex_nardina,Carex_nardina_13549,Carex_nardina,Carex_nardina_13549,13549,2013-549,10-Dec-13,Marx 2012-015,31-Jul-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: SW slope heading down from summit,Thompson Peak,Sawtooth Mountains,0,1,10661,44.14139,-115.01,ID,ID179583,ID:174223,H.E. Marx,31-Jul-12,"USA: Idaho, Sawtooth Mountains, Thompson Peak",44.14139 N 115.01 W,Leaf
Carex_nardina,Carex_nardina,Carex_nardina_14603,Carex_nardina,Carex_nardina_14603,14603,2014-603,18-Jun-14,Marx 2013-302,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312,ID,ID179701,ID:174312,H.E. Marx,9-Aug-13,"USA: Idaho, Pioneer Mountians, Hyndman Peak",43.74938 N 114.1312 W,Leaf
Carex_nardina,,Carex_nardina_NA,Carex_nardina,Carex_nardina_14709,NA,2014-709,30-Jun-14,Marx 2013-412,14-Aug-13,"Idaho: Sawtooth National Forest:White Cloud Mountains: D.O. Lee Peak: in talus, north face then west to treeline",D.O. Lee Peak,White Cloud Mountains,0,1,11342,44.10277,-114.62859,ID,ID179690,ID:174323,H.E. Marx,14-Aug-13,"USA: Idaho, White Cloud Mountains, D.O. Lee Peak",44.10277 N 114.62859 W,Leaf
Carex_pachycarpa,,Carex_pachycarpa_NA,,Carex_pachycarpa_14326,NA,2014-326,30-May-14,Marx 2013-095,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117,ID,ID179640,ID:174251,H.E. Marx,19-Jul-13,"USA: Idaho, Sawtooth Mountains, Mount Cramer",44.01108 N 114.98117 W,Leaf
Carex_proposita,,Carex_proposita_NA,,NA,NA,,,Marx 2013-124,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Snowyside Peak: collected on summit,Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142,ID,ID179588,ID:174218,H.E. Marx,22-Jul-13,"USA: Idaho, Sawtooth Mountains, Snowyside Peak",43.93825 N 114.97142 W,Leaf
Carex_straminiformis,,Carex_straminiformis_NA,Carex_straminiformis,NA,NA,,,Clevenger 2012-010,1-Aug-12,"Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Meadow just at base of west side of mountain, just south of a snowpack ",Thompson Peak,Sawtooth Mountains,1,1,10105,44.14219,-115.01358,ID,ID179603,ID:174269,B.R. Clevenger & H.E. Marx,1-Aug-12,"USA: Idaho, Sawtooth Mountains, Thompson Peak",44.14219 N 115.01358 W,Leaf
Carex_straminiformis,Carex_straminiformis,Carex_straminiformis_13548,Carex_straminiformis,Carex_straminiformis_13548,13548,2013-548,10-Dec-13,Marx 2012-013,31-Jul-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: SW slope heading down from summit,Thompson Peak,Sawtooth Mountains,0,1,10661,44.14139,-115.01,ID,ID179582,ID:174224,H.E. Marx,31-Jul-12,"USA: Idaho, Sawtooth Mountains, Thompson Peak",44.14139 N 115.01 W,Leaf
Carex_straminiformis,Carex_straminiformis,Carex_straminiformis_13563,Carex_straminiformis,Carex_straminiformis_13563,13563,2013-563,30-Dec-13,Marx 2012-030,10-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,Braxon Peak,Sawtooth Mountains,0,1,10353,44.09333,-115.99681,ID,ID179623,ID:174257,H.E. Marx,10-Aug-12,"USA: Idaho, Sawtooth Mountains, Braxon Peak",44.09333 N 115.99681 W,Leaf
Carex_straminiformis,Carex_straminiformis,Carex_straminiformis_14468,Carex_straminiformis,Carex_straminiformis_14468,14468,2014-468,10-Jun-14,Marx 2013-267,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942,ID,ID179637,ID:174248,H.E. Marx,7-Aug-13,"USA: Idaho, Pioneer Mountians, Salzburger Spitzl",43.77446 N 114.15942 W,Leaf
Carex_straminiformis,Carex_straminiformis,Carex_straminiformis_14635,Carex_straminiformis,Carex_straminiformis_14635,14635,2014-635,24-Jun-14,Marx 2013-335,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312,ID,ID179632,ID:174262,H.E. Marx,9-Aug-13,"USA: Idaho, Pioneer Mountians, Hyndman Peak",43.74938 N 114.1312 W,Leaf
Carex_straminiformis,,Carex_straminiformis_NA,Carex_straminiformis,Carex_straminiformis_14659 ,NA,2014-659,24-Jun-14,Marx 2013-360,14-Aug-13,Idaho: Sawtooth National Forest:White Cloud Mountains: D.O. Lee Peak: collected in alpine meadow,D.O. Lee Peak,White Cloud Mountains,1,1,9814,44.10969,-114.63886,ID,ID179688,ID:174325,H.E. Marx,14-Aug-13,"USA: Idaho, White Cloud Mountains, D.O. Lee Peak",44.10969 N 114.63886 W,Leaf
Carex_straminiformis,Carex_straminiformis,Carex_straminiformis_14226,Carex_straminiformis,Carex_straminiformis_14226,14226,2014-226,20-Feb-14,Zion  2012-028,7-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,Horstmann Peak,Sawtooth Mountains,0,1,10350,44.1117,-115.00318,ID,ID179614,ID:174265,P.Z. Klos & H.E. Marx,7-Aug-12,"USA: Idaho, Sawtooth Mountains, Horstmann Peak",44.1117 N 115.00318 W,Leaf
Cassiope_mertensiana_var_gracilis,Cassiope_mertensiana_var_gracilis,Cassiope_mertensiana_var_gracilis_14022,Cassiope_mertensiana,Cassiope_mertensiana_var_gracilis_14022,14022,2014-022,15-Jan-14,Clevenger 2012-015,1-Aug-12,"Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Meadow just at base of west side of mountain, just south of a snowpack ",Thompson Peak,Sawtooth Mountains,1,1,10105,44.14219,-115.01358,ID,ID169577,ID:169254,B.R. Clevenger & H.E. Marx,1-Aug-12,"USA: Idaho, Sawtooth Mountains, Thompson Peak",44.14219 N 115.01358 W,Leaf
Cassiope_mertensiana_var_gracilis,Cassiope_mertensiana_var_gracilis,Cassiope_mertensiana_var_gracilis_NA,Cassiope_mertensiana,NA,NA,,,Marx 2012-021b,31-Jul-12,"Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Meadow just at base of west side of mountain, just south of a snowpack ",Thompson Peak,Sawtooth Mountains,1,1,10105,44.14139,-115.01358,ID,ID169608,ID:169286,H.E. Marx,31-Jul-12,"USA: Idaho, Sawtooth Mountains, Thompson Peak",44.14139 N 115.01358 W,Leaf
Cassiope_mertensiana_var_gracilis,Cassiope_mertensiana_var_gracilis,Cassiope_mertensiana_var_gracilis_14292,Cassiope_mertensiana,Cassiope_mertensiana_var_gracilis_14292,14292,2014-292,26-May-14,Marx 2013-060,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117,ID,ID169672,ID:169379,H.E. Marx,19-Jul-13,"USA: Idaho, Sawtooth Mountains, Mount Cramer",44.01108 N 114.98117 W,Leaf
Cassiope_mertensiana_var_gracilis,Cassiope_mertensiana_var_gracilis,Cassiope_mertensiana_var_gracilis_14646,Cassiope_mertensiana,Cassiope_mertensiana_var_gracilis_14646,14646,2014-646,24-Jun-14,Marx 2013-347,14-Aug-13,Idaho: Sawtooth National Forest:White Cloud Mountains: D.O. Lee Peak: collected in alpine meadow,D.O. Lee Peak,White Cloud Mountains,1,1,9814,44.10969,-114.63886,ID,ID169748,ID:169438,H.E. Marx,14-Aug-13,"USA: Idaho, White Cloud Mountains, D.O. Lee Peak",44.10969 N 114.63886 W,Leaf
