Annotated_Name,Annotated_Tip,Tip Label 190117,Tip Label 161228,Tip Label 160511,Species ,MiSeq ,PHLAWD,DNA log Species Name,DNA accession #,Tube ,Extraction Date,Collection ,Date Collected,Locality,Summit,Range,Meadow,Occurrence,Elevation (ft),WGS N,WGS W
Erigeron_glacialis,Erigeron_glacialis,Erigeron_glacialis_14609,Aster_alpinus_14609,Aster_alpinus_14609,Aster_alpinus,14609,Aster_alpinus,Aster alpinus,2014-609,14609,18-Jun-14,Marx 2013-308,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312
Aster_foliaceus_var_apricus,NA,NA,NA,NA,,,Symphyotrichum_foliaceum,,,,,Marx 2013-226,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942
Aster_foliaceus_var_apricus,Aster_foliaceus_var_apricus,Aster_foliaceus_var_apricus_14430,Aster_foliaceus_var_apricus_14430,Aster_foliaceus_var_apricus_14430,Aster_foliaceus_var_apricus,14430,Symphyotrichum_foliaceum,Aster foliaceus var. apricus,2014-430,14430,6-Jun-14,Marx 2013-227,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942
Aster_foliaceus_var_apricus,Aster_foliaceus_var_apricus,Aster_foliaceus_var_apricus_14583,Aster_foliaceus_var_apricus_14583,Aster_foliaceus_var_apricus_14583,Aster_foliaceus_var_apricus,14583,Symphyotrichum_foliaceum,Aster foliaceus var. apricus,2014-583,14583,12-Jun-14,Marx 2013-282,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: in meadow above treeline,Hyndman Peak,Pioneer Mountians,1,1,10770,43.74357,-114.12403
Aster_foliaceus_var_apricus,Aster_foliaceus_var_apricus,Aster_foliaceus_var_apricus_14648,Aster_foliaceus_var_apricus_14648,Aster_foliaceus_var_apricus_14648,Aster_foliaceus_var_apricus,14648,Symphyotrichum_foliaceum,Aster foliaceus var. apricus,2014-648,14648,24-Jun-14,Marx 2013-349,14-Aug-13,Idaho: Sawtooth National Forest: White Cloud Mountains: D.O. Lee Peak: collected in alpine meadow,D.O. Lee Peak,White Cloud Mountains,1,1,9814,44.10969,-114.63886
Aster_occidentalis_var_occidentalis,Aster_occidentalis_var_occidentalis,Aster_occidentalis_var_occidentalis_14420,Aster_occidentalis_var_occidentalis_14420,Aster_occidentalis_var_occidentalis_14420,Aster_occidentalis_var_occidentalis,14420,,Aster occidentalis var. occidentalis,2014-420,14420,6-Jun-14,Marx 2013-214,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: Meadow above treeline,Salzburger Spitzl,Pioneer Mountians,1,1,10089,43.76619,-114.15839
Astragalus_alpinus,Astragalus_alpinus,Astragalus_alpinus_14427,Astragalus_alpinus_14427,Astragalus_alpinus_14427,Astragalus_alpinus,14427,Astragalus_alpinus,Astragalus alpinus,2014-427,14427,6-Jun-14,Marx 2013-223,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942
Astragalus_cf_eucosmus,Astragalus_cf_eucosmus,Astragalus_cf_eucosmus_14598,Astragalus_cf_eucosmus_14598,Astragalus_cf_eucosmus_14598,Astragalus_cf_eucosmus,14598,Astragalus_eucosmus,Astragalus c.f. eucosmus,2014-598,14598,12-Jun-14,Marx 2013-297,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312
Astragalus_kentrophyta,Astragalus_kentrophyta,Astragalus_kentrophyta_14456,Astragalus_kentrophyta_14456,Astragalus_kentrophyta_14456,Astragalus_kentrophyta,14456,Astragalus_kentrophyta,Astragalus kentrophyta,2014-456,14456,10-Jun-14,Marx 2013-254,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942
Astragalus_kentrophyta,Astragalus_kentrophyta,Astragalus_kentrophyta_14620,Astragalus_kentrophyta_14620,Astragalus_kentrophyta_14620,Astragalus_kentrophyta,14620,Astragalus_kentrophyta,Astragalus kentrophyta,2014-620,14620,18-Jun-14,Marx 2013-319,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312
Astragalus_kentrophyta,Astragalus_kentrophyta,Astragalus_kentrophyta_14701,Astragalus_kentrophyta_14701,Astragalus_kentrophyta_14701,Astragalus_kentrophyta,14701,Astragalus_kentrophyta,Astragalus kentrophyta,2014-701,14701,30-Jun-14,Marx 2013-404,14-Aug-13,"Idaho: Sawtooth National Forest: White Cloud Mountains: D.O. Lee Peak: in talus, north face then west to treeline",D.O. Lee Peak,White Cloud Mountains,0,1,11342,44.10277,-114.62859
Astragalus_kentrophyta,NA,NA,NA,NA,,NA,Astragalus_kentrophyta,Astragalus kentrophyta,2015-011,15011,26-Sep-14,Marx 2013-422,14-Aug-13,"Idaho: Sawtooth National Forest: White Cloud Mountains: D.O. Lee Peak: in talus, north face then west to treeline",D.O. Lee Peak,White Cloud Mountains,0,1,11342,44.10277,-114.62859
Bistorta_bistortoides,Bistorta_bistortoides,Bistorta_bistortoides_14417,Bistorta_bistortoides_14417,Bistorta_bistortoides_14417,Bistorta_bistortoides,14417,Bistorta_vivipara,Bistorta bistortoides,2014-417,14417,6-Jun-14,Marx 2013-211,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: Meadow above treeline,Salzburger Spitzl,Pioneer Mountians,1,1,10089,43.76619,-114.15839
Bistorta_bistortoides,Bistorta_bistortoides,Bistorta_bistortoides_14432,Bistorta_bistortoides_14432,Bistorta_bistortoides_14432,Bistorta_bistortoides,14432,Bistorta_vivipara,Bistorta bistortoides,2014-432,14432,6-Jun-14,Marx 2013-229,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942
Bistorta_bistortoides,Bistorta_bistortoides,Bistorta_bistortoides_14584,Bistorta_bistortoides_14584,Bistorta_bistortoides_14584,Bistorta_bistortoides,14584,Bistorta_vivipara,Bistorta bistortoides,2014-584,14584,12-Jun-14,Marx 2013-283,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: in meadow above treeline,Hyndman Peak,Pioneer Mountians,1,1,10770,43.74357,-114.12403
Bupleurum_americanum,Bupleurum_americanum,Bupleurum_americanum_13560,Bupleurum_americanum_13560,Bupleurum_americanum_13560,Bupleurum_americanum,13560,Bupleurum_americanum,Bupleurum americanum,2013-560,13560,24-Dec-13,Marx 2012-027,31-Jul-12,"Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Meadow just at base of west side of mountain, just south of a snowpack ",Thompson Peak,Sawtooth Mountains,1,1,10105,44.14139,-115.01358
Bupleurum_americanum,Bupleurum_americanum,Bupleurum_americanum_14364,Bupleurum_americanum_14364,Bupleurum_americanum_14364,Bupleurum_americanum,14364,Bupleurum_americanum,Bupleurum americanum,2014-364,14364,2-Jun-14,Marx 2013-137,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountians: Snowyside Peak: collected at second treeline only,Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142
Calamagrostis_purpurescens,Calamagrostis_purpurescens,Calamagrostis_purpurescens_13551,Calamagrostis_purpurescens_13551,Poa_sp_13551,Poa_sp,13551,,Poa,2013-551,13551,24-Dec-13,Marx 2012-016,31-Jul-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: SW slope heading down from summit,Thompson Peak,Sawtooth Mountains,0,1,10661,44.14139,-115.01
Calamagrostis_purpurescens,Calamagrostis_purpurescens,Calamagrostis_purpurescens_14319,Calamagrostis_purpurescens_14319,Unknown_14319,Unknown,14319,,Unknown,2014-319,14319,30-May-14,Marx 2013-088,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117
Calamagrostis_purpurescens,Calamagrostis_purpurescens,Calamagrostis_purpurescens_14641,Calamagrostis_purpurescens_14641,Unknown_14641,Unknown,14641,,Unknown,2014-641,14641,24-Jun-14,Marx 2013-341,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312
Carex_cf_luzulina,Carex_cf_luzulina,Carex_cf_luzulina_14458,Carex_cf_luzulina_14458,Carex_sp_14458,Carex_sp,14458,Carex_luzulina,Carex sp. ,2014-458,14458,10-Jun-14,Marx 2013-256,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942
Carex_cf_microptera,Carex_cf_microptera,Carex_cf_microptera_14638,Carex_cf_microptera_14638,Carex_microptera_14638,Carex_microptera,14638,Carex_microptera,Carex microptera,2014-638,14638,24-Jun-14,Marx 2013-338,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312
Carex_cf_scopulorum,Carex_cf_scopulorum,Carex_cf_scopulorum_14018,Carex_cf_scopulorum_14018,Carex_sp_14018,Carex_sp,14018,Carex_scopulorum,Carex,2014-018,14018,7-Jan-14,Clevenger 2012-009,1-Aug-12,"Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Meadow just at base of west side of mountain, just south of a snowpack ",Thompson Peak,Sawtooth Mountains,1,1,10105,44.14219,-115.01358
Carex_nardina,Carex_nardina,Carex_nardina_14026,Carex_nardina_14026,Carex_sp_14026,Carex_sp,14026,Carex_nardina,Carex,2014-026,14026,15-Jan-14,Clevenger 2012-019,1-Aug-12,"Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Meadow just at base of west side of mountain, just south of a snowpack ",Thompson Peak,Sawtooth Mountains,1,1,10105,44.14219,-115.01358
Carex_nardina,Carex_nardina,Carex_nardina_13549,Carex_nardina_13549,Carex_sp_13549,Carex_sp,13549,Carex_nardina,Carex,2013-549,13549,10-Dec-13,Marx 2012-015,31-Jul-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: SW slope heading down from summit,Thompson Peak,Sawtooth Mountains,0,1,10661,44.14139,-115.01
Carex_nardina,Carex_nardina,Carex_nardina_14603,Carex_nardina_14603,Carex_elynoides_14603,Carex_elynoides,14603,Carex_nardina,Carex elynoides,2014-603,14603,18-Jun-14,Marx 2013-302,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312
Carex_nardina,NA,Carex_nardina_14709,NA,Carex_sp_14709,,,Carex_nardina,Carex sp. ,2014-709,14709,30-Jun-14,Marx 2013-412,14-Aug-13,"Idaho: Sawtooth National Forest: White Cloud Mountains: D.O. Lee Peak: in talus, north face then west to treeline",D.O. Lee Peak,White Cloud Mountains,0,1,11342,44.10277,-114.62859
Carex_pachycarpa,NA,Carex_pachycarpa_14326,NA,Carex_cf_phaeocephala_14326,,,,Carex c.f. phaeocephala,2014-326,14326,30-May-14,Marx 2013-095,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117
Carex_proposita,NA,NA,NA,NA,,,,,,,,Marx 2013-124,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Snowyside Peak: collected on summit,Snowyside Peak,Sawtooth Mountains,0,1,10651,43.93825,-114.97142
Carex_sp,NA,NA,NA,NA,,NA,,(Carex??),2015-003,15003,26-Sep-14,Marx 2012-013,REXTRACTION,,Thompson Peak,Sawtooth Mountains,0,1,10661,44.14139,-115.01
Carex_straminiformis,NA,NA,NA,NA,,,Carex_straminiformis,,,,,Clevenger 2012-010,1-Aug-12,"Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Meadow just at base of west side of mountain, just south of a snowpack ",Thompson Peak,Sawtooth Mountains,1,1,10105,44.14219,-115.01358
Carex_straminiformis,Carex_straminiformis,Carex_straminiformis_13548,Carex_straminiformis_13548,Carex_sp_13548,Carex_sp,13548,Carex_straminiformis,Carex,2013-548,13548,10-Dec-13,Marx 2012-013,31-Jul-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: SW slope heading down from summit,Thompson Peak,Sawtooth Mountains,0,1,10661,44.14139,-115.01
Carex_straminiformis,Carex_straminiformis,Carex_straminiformis_13563,Carex_straminiformis_13563,Carex_sp_13563,Carex_sp,13563,Carex_straminiformis,Carex,2013-563,13563,30-Dec-13,Marx 2012-030,10-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Braxon Peak: Summit down south face to treeline,Braxon Peak,Sawtooth Mountains,0,1,10353,44.09333,-115.99681
Carex_straminiformis,Carex_straminiformis,Carex_straminiformis_14468,Carex_straminiformis_14468,Carex_cf_straminiformis_14468,Carex_cf_straminiformis,14468,Carex_straminiformis,Carex c.f. straminiformis,2014-468,14468,10-Jun-14,Marx 2013-267,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: talus down from summit,Salzburger Spitzl,Pioneer Mountians,0,1,11600,43.77446,-114.15942
Carex_straminiformis,Carex_straminiformis,Carex_straminiformis_14635,Carex_straminiformis_14635,Carex_cf_straminiformis_14635,Carex_cf_straminiformis,14635,Carex_straminiformis,Carex c.f.  straminiformis,2014-635,14635,24-Jun-14,Marx 2013-335,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: south facing talus/boulder field from summit,Hyndman Peak,Pioneer Mountians,0,1,12009,43.74938,-114.1312
Carex_straminiformis,NA,Carex_straminiformis_14659 ,NA,Carex_sp_14659 ,,,Carex_straminiformis,Carex sp. ,2014-659,14659,24-Jun-14,Marx 2013-360,14-Aug-13,Idaho: Sawtooth National Forest: White Cloud Mountains: D.O. Lee Peak: collected in alpine meadow,D.O. Lee Peak,White Cloud Mountains,1,1,9814,44.10969,-114.63886
Carex_straminiformis,Carex_straminiformis,Carex_straminiformis_14226,Carex_straminiformis_14226,Carex_sp_14226,Carex_sp,14226,Carex_straminiformis,Carex,2014-226,14226,20-Feb-14,Zion  2012-028,7-Aug-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Horstmann Peak: Just below summit to the SW,Horstmann Peak,Sawtooth Mountains,0,1,10350,44.1117,-115.00318
Cassiope_mertensiana_var_gracilis,Cassiope_mertensiana_var_gracilis,Cassiope_mertensiana_var_gracilis_14022,Cassiope_mertensiana_var_gracilis_14022,Cassiope_mertensiana_var_gracilis_14022,Cassiope_mertensiana_var_gracilis,14022,Cassiope_mertensiana,Cassiope mertensiana var. gracilis,2014-022,14022,15-Jan-14,Clevenger 2012-015,1-Aug-12,"Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Meadow just at base of west side of mountain, just south of a snowpack ",Thompson Peak,Sawtooth Mountains,1,1,10105,44.14219,-115.01358
Cassiope_mertensiana_var_gracilis,NA,NA,NA,NA,,,Cassiope_mertensiana,,,,,Marx 2012-021b,31-Jul-12,"Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: Meadow just at base of west side of mountain, just south of a snowpack ",Thompson Peak,Sawtooth Mountains,1,1,10105,44.14139,-115.01358
Cassiope_mertensiana_var_gracilis,Cassiope_mertensiana_var_gracilis,Cassiope_mertensiana_var_gracilis_14292,Cassiope_mertensiana_var_gracilis_14292,Cassiope_mertensiana_var_gracilis_14292,Cassiope_mertensiana_var_gracilis,14292,Cassiope_mertensiana,Cassiope mertensiana var. gracilis,2014-292,14292,26-May-14,Marx 2013-060,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117
Cassiope_mertensiana_var_gracilis,Cassiope_mertensiana_var_gracilis,Cassiope_mertensiana_var_gracilis_14646,Cassiope_mertensiana_var_gracilis_14646,Cassiope_mertensiana_var_gracilis_14646,Cassiope_mertensiana_var_gracilis,14646,Cassiope_mertensiana,Cassiope mertensiana var. gracilis,2014-646,14646,24-Jun-14,Marx 2013-347,14-Aug-13,Idaho: Sawtooth National Forest: White Cloud Mountains: D.O. Lee Peak: collected in alpine meadow,D.O. Lee Peak,White Cloud Mountains,1,1,9814,44.10969,-114.63886
Castelleja_applegatei_var_viscida,NA,Castelleja_applegatei_var_viscida_13556,NA,Castelleja_applegatei_var_viscida_13556,,,,Castelleja applegatei var. viscida,2013-556,13556,24-Dec-13,Marx 2012-022,31-Jul-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: South facing gravel slope just above camp at Profile Lake,Thompson Peak,Sawtooth Mountains,0,0,9064,44.14639,-115.00528
Castelleja_applegatei_var_viscida,NA,Castelleja_applegatei_var_viscida_13557,NA,Castelleja_applegatei_var_viscida_13557,,,,Castelleja applegatei var. viscida,2013-557,13557,24-Dec-13,Marx 2012-023,31-Jul-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: South facing gravel slope just above camp at Profile Lake,Thompson Peak,Sawtooth Mountains,0,0,9064,44.14639,-115.00528
Castelleja_applegatei_var_viscida,NA,Castelleja_applegatei_var_viscida_13558,NA,Castelleja_applegatei_var_viscida_13558,,,,Castelleja applegatei var. viscida,2013-558,13558,24-Dec-13,Marx 2012-024,31-Jul-12,Idaho: Sawtooth National Forest: Sawtooth Mountains: Thompson Peak: South facing gravel slope just above camp at Profile Lake,Thompson Peak,Sawtooth Mountains,0,0,9064,44.14639,-115.00528
Castilleja_applegatei,NA,Castilleja_applegatei_14237,NA,Castilleja_applegatei_14237,,,,Castilleja applegatei,2014-237,14237,7-Mar-14,Marx 2013-142,25-Jul-13,Idaho: Sawtooth National Forest: White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak, White Cloud Mountains,0,1,11815,44.04019,-114.58878
Castilleja_applegatei,Castilleja_applegatei,Castilleja_applegatei_14644,Castilleja_applegatei_14644,Castilleja_applegatei_14644,Castilleja_applegatei,14644,,Castilleja applegatei,2014-644,14644,24-Jun-14,Marx 2013-344,14-Aug-13,Idaho: Sawtooth National Forest: White Cloud Mountains: D.O. Lee Peak: along trail,D.O. Lee Peak,White Cloud Mountains,0,0,9653,44.11113,-114.64097
Castilleja_applegatei,NA,NA,NA,NA,,,,,,,,Marx 2013-345,14-Aug-13,Idaho: Sawtooth National Forest: White Cloud Mountains: D.O. Lee Peak: along trail,D.O. Lee Peak,White Cloud Mountains,0,0,9653,44.11113,-114.64097
Castilleja_cusickii,Castilleja_cusickii,Castilleja_cusickii_14296,Castilleja_cusickii_14296,Castilleja_cusickii_14296,Castilleja_cusickii,14296,Castilleja_cusickii,Castilleja cusickii_,2014-296,14296,26-May-14,Marx 2013-065,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117
Castilleja_cusickii,Castilleja_cusickii,Castilleja_cusickii_14331,Castilleja_cusickii_14331,Castilleja_cusickii_14331,Castilleja_cusickii,14331,Castilleja_cusickii,Castilleja cusickii_,2014-331,14331,30-May-14,Marx 2013-100,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Snowyside Peak: collected along trail,Snowyside Peak,Sawtooth Mountains,0,0,10651,43.93825,-114.97142
Castilleja_cusickii,Castilleja_cusickii,Castilleja_cusickii_14238,Castilleja_cusickii_14238,Castilleja_cusickii_14238,Castilleja_cusickii,14238,Castilleja_cusickii,Castilleja cusickii,2014-238,14238,7-Mar-14,Marx 2013-143,25-Jul-13,Idaho: Sawtooth National Forest: White Cloud Mountains: Castle Peak: summit down southwest slope to treeline ,Castle Peak, White Cloud Mountains,0,1,11815,44.04019,-114.58878
Castilleja_cusickii,Castilleja_cusickii,Castilleja_cusickii_14368,Castilleja_cusickii_14368,Castilleja_cusickii_14368,Castilleja_cusickii,14368,Castilleja_cusickii,Castilleja cusickii,2014-368,14368,2-Jun-14,Marx 2013-198,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: Meadow below treeline,Salzburger Spitzl,Pioneer Mountians,1,1,9777,43.76392,-114.16531
Castilleja_miniata,Castilleja_miniata,Castilleja_miniata_14289,Castilleja_miniata_14289,Castilleja_miniata_14289,Castilleja_miniata,14289,Castilleja_miniata,Castilleja miniata,2014-289,14289,26-May-14,Marx 2013-057,19-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Mount Cramer: east ridge from summit to treeline,Mount Cramer,Sawtooth Mountains,0,1,10716,44.01108,-114.98117
Castilleja_miniata,Castilleja_miniata,Castilleja_miniata_14332,Castilleja_miniata_14332,Castilleja_miniata_14332,Castilleja_miniata,14332,Castilleja_miniata,Castilleja miniata,2014-332,14332,30-May-14,Marx 2013-101,22-Jul-13,Idaho: Sawtooth National Forest: Sawtooth Mountains: Snowyside Peak: collected along trail,Snowyside Peak,Sawtooth Mountains,0,0,10651,43.93825,-114.97142
Castilleja_miniata,Castilleja_miniata,Castilleja_miniata_14369,Castilleja_miniata_14369,Castilleja_miniata_14369,Castilleja_miniata,14369,Castilleja_miniata,Castilleja miniata,2014-369,14369,2-Jun-14,Marx 2013-199a,7-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountians: Salzburger Spitzl: Meadow above treeline,Salzburger Spitzl,Pioneer Mountians,1,1,10089,43.76619,-114.15839
Castilleja_miniata,Castilleja_miniata,Castilleja_miniata_14586,Castilleja_miniata_14586,Castilleja_miniata_14586,Castilleja_miniata,14586,Castilleja_miniata,Castilleja miniata,2014-586,14586,12-Jun-14,Marx 2013-285,9-Aug-13,Idaho: Sawtooth National Forest: Pioneer Mountains: Hyndman Peak: in meadow above treeline,Hyndman Peak,Pioneer Mountians,1,1,10770,43.74357,-114.12403
